query,name,name_for_emails,subtypes,category,type,phone,website,address,street,city,county,state,state_code,postal_code,country,country_code,latitude,longitude,h3,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,logo,located_in,located_google_id,business_status,working_hours,working_hours_csv_compatible,other_hours,popular_times,typical_time_spent,range,prices,reservation_links,booking_appointment_link,menu_link,order_links,about,description,posts,verified,owner_id,owner_title,owner_link,location_link,location_reviews_link,place_id,google_id,cid,kgmid,reviews_id
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,Tiệm Café Tụi Mình,Tiệm Café Tụi Mình,Coffee shop,coffee shops,Coffee shop,+84 903 020 425,https://www.facebook.com/share/19vk6XeqwJ/,"25 Sư Vạn Hạnh, Hương Long, Kim Long, Huế 49000, Vietnam",25 Sư Vạn Hạnh,Hue,"Hương Long, Kim Long","Kim Long, Hue",,49000,Viet Nam,VN,16.4555774,107.5479149,894160a5557ffff,Asia/Saigon,,False,4.5,124,https://search.google.com/local/reviews?placeid=ChIJr9PsEOqnQTERZFB_1Gj1HlQ&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 6, ""2"": 2, ""3"": 5, ""4"": 24, ""5"": 87}",6,2,5,24,87,403,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHf7LYC7e20TXHOsau3qorW2KIGAIHCt2sziK7lTXzklcklOyocE2Kh0TDMpDcd2LGOpLyXnnLRsUzzzqwGMedqDVtyfujr_GmEjz7tPC0XrLqo1CX7axjYbLeB_raPV6_9Qnwu=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHf7LYC7e20TXHOsau3qorW2KIGAIHCt2sziK7lTXzklcklOyocE2Kh0TDMpDcd2LGOpLyXnnLRsUzzzqwGMedqDVtyfujr_GmEjz7tPC0XrLqo1CX7axjYbLeB_raPV6_9Qnwu=w1600-h1000-k-no,https://lh6.googleusercontent.com/-RedKIBHQFQU/AAAAAAAAAAI/AAAAAAAAAAA/dmVGLWxmTrI/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""6AM-6PM""], ""Tuesday"": [""6AM-6PM""], ""Wednesday"": [""6AM-6PM""], ""Thursday"": [""6AM-6PM""], ""Friday"": [""6AM-6PM""], ""Saturday"": [""6AM-6PM""], ""Sunday"": [""6AM-6PM""]}","Sunday,6AM,6PM|Monday,6AM,6PM|Tuesday,6AM,6PM|Wednesday,6AM,6PM|Thursday,6AM,6PM|Friday,6AM,6PM|Saturday,6AM,6PM",,,,,,,,,,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Popular for"": {""Good for working on laptop"": true}, ""Accessibility"": {""Assistive hearing loop"": false, ""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Coffee"": true, ""Quick bite"": true}, ""Dining options"": {""Brunch"": true, ""Catering"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Quiet"": true, ""Romantic"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true, ""Valet parking"": true}, ""Pets"": {""Dogs allowed"": true, ""Dogs allowed inside"": true}}",,,True,105960916208003712971,Tiệm Café Tụi Mình,https://www.google.com/maps/contrib/105960916208003712971,"https://www.google.com/maps/place/Ti%E1%BB%87m+Caf%C3%A9+T%E1%BB%A5i+M%C3%ACnh/@16.4555774,107.5479149,14z/data=!4m8!1m2!2m1!1sTi%E1%BB%87m+Caf%C3%A9+T%E1%BB%A5i+M%C3%ACnh!3m4!1s0x3141a7ea10ecd3af:0x541ef568d47f5064!8m2!3d16.4555774!4d107.5479149","https://www.google.com/maps/place/Ti%E1%BB%87m+Caf%C3%A9+T%E1%BB%A5i+M%C3%ACnh/@16.4555774,107.5479149,13.99z/data=!4m16!1m7!3m6!1s0x3141a7ea10ecd3af:0x541ef568d47f5064!2sTi%E1%BB%87m+Caf%C3%A9+T%E1%BB%A5i+M%C3%ACnh!8m2!3d16.4555774!4d107.5479149!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a7ea10ecd3af:0x541ef568d47f5064!8m2!3d16.4555774!4d107.5479149!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJr9PsEOqnQTERZFB_1Gj1HlQ,0x3141a7ea10ecd3af:0x541ef568d47f5064,6061551979077783652,/g/11krhqcrsp,6061551979077783652
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,T ROASTER,T Roaster,Cafe,cafes,Cafe,+84 938 742 262,https://www.facebook.com/roastercoffeeshop,"7 Sư Vạn Hạnh, Hương Long, Kim Long, Huế 530000, Vietnam",7 Sư Vạn Hạnh,Hue,"Hương Long, Kim Long","Kim Long, Hue",,530000,Viet Nam,VN,16.453647399999998,107.5483536,894160a5557ffff,Asia/Saigon,,False,4.8,233,https://search.google.com/local/reviews?placeid=ChIJp0BbhLSnQTERv71uvWXPFnE&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 2, ""2"": 3, ""3"": 6, ""4"": 27, ""5"": 195}",2,3,6,27,195,614,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt1R8aRThLmSmLYYNmi8ib4rmDP3XP72x_2hz2NWOXWNtAkaJIYc06v7LNA4Y_h5KJC7m-YhGQkocrePlWfBm61i7YbFXlKvUt4a66j1bEBwgyBZHNoShufiFfdIrZxcaBCiMuHw=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt1R8aRThLmSmLYYNmi8ib4rmDP3XP72x_2hz2NWOXWNtAkaJIYc06v7LNA4Y_h5KJC7m-YhGQkocrePlWfBm61i7YbFXlKvUt4a66j1bEBwgyBZHNoShufiFfdIrZxcaBCiMuHw=w1600-h1000-k-no,https://lh6.googleusercontent.com/-NOmPG9J-5ZU/AAAAAAAAAAI/AAAAAAAAAAA/s2Vl4XPJfqE/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""7AM-5:30PM""], ""Tuesday"": [""7AM-5:30PM""], ""Wednesday"": [""7AM-5:30PM""], ""Thursday"": [""7AM-5:30PM""], ""Friday"": [""7AM-5:30PM""], ""Saturday"": [""7AM-5:30PM""], ""Sunday"": [""7AM-5:30PM""]}","Sunday,7AM,5:30PM|Monday,7AM,5:30PM|Tuesday,7AM,5:30PM|Wednesday,7AM,5:30PM|Thursday,7AM,5:30PM|Friday,7AM,5:30PM|Saturday,7AM,5:30PM",,,,$,,,,,,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Popular for"": {""Good for working on laptop"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Quiet"": true, ""Romantic"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",,,True,118342975228684033021,T ROASTER,https://www.google.com/maps/contrib/118342975228684033021,"https://www.google.com/maps/place/T+ROASTER/@16.453647399999998,107.5483536,14z/data=!4m8!1m2!2m1!1sT+ROASTER!3m4!1s0x3141a7b4845b40a7:0x7116cf65bd6ebdbf!8m2!3d16.453647399999998!4d107.5483536","https://www.google.com/maps/place/T+ROASTER/@16.453647399999998,107.5483536,13.99z/data=!4m16!1m7!3m6!1s0x3141a7b4845b40a7:0x7116cf65bd6ebdbf!2sT+ROASTER!8m2!3d16.453647399999998!4d107.5483536!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a7b4845b40a7:0x7116cf65bd6ebdbf!8m2!3d16.453647399999998!4d107.5483536!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJp0BbhLSnQTERv71uvWXPFnE,0x3141a7b4845b40a7:0x7116cf65bd6ebdbf,8148928611650289087,/g/11h7_7gdxs,8148928611650289087
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,SEIS Bakery & Coffee,Seis Bakery And Coffee,"Cafe, Bakery, Coffee shop",Bakery,Cafe,+84 909 797 424,https://www.facebook.com/seiscnb,"18 Kim Long, Huế, Vietnam",18 Kim Long,Hue,Kim Long,"Kim Long, Hue",,,Viet Nam,VN,16.4603032,107.5681199,894160a540bffff,Asia/Saigon,,False,4.4,137,https://search.google.com/local/reviews?placeid=ChIJL1NdqeunQTERpsR-56RkaSc&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 6, ""2"": 4, ""3"": 9, ""4"": 23, ""5"": 95}",6,4,9,23,95,218,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEN7UpqNytjBrsZEeRPfIZgyPwKextx98usrcZtYM4TtAvf9DmLHinDdVOnGmgsbvhs0rby69ItNbCybRqo5Zp7hb8hudA-sMIg2mINqiCMYSrUq29-BKA6nPCgMacGt0xrB5ppbpi1tb7D=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEN7UpqNytjBrsZEeRPfIZgyPwKextx98usrcZtYM4TtAvf9DmLHinDdVOnGmgsbvhs0rby69ItNbCybRqo5Zp7hb8hudA-sMIg2mINqiCMYSrUq29-BKA6nPCgMacGt0xrB5ppbpi1tb7D=w1600-h1000-k-no,https://lh3.googleusercontent.com/-rXFwOLdXYrU/AAAAAAAAAAI/AAAAAAAAAAA/CgOfCZlMB4Q/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""6:30AM-10PM""], ""Tuesday"": [""6:30AM-10PM""], ""Wednesday"": [""6:30AM-10PM""], ""Thursday"": [""6:30AM-10PM""], ""Friday"": [""6:30AM-10PM""], ""Saturday"": [""6:30AM-10PM""], ""Sunday"": [""6:30AM-10PM""]}","Sunday,6:30AM,10PM|Monday,6:30AM,10PM|Tuesday,6:30AM,10PM|Wednesday,6:30AM,10PM|Thursday,6:30AM,10PM|Friday,6:30AM,10PM|Saturday,6:30AM,10PM",,,,,,,,,,"{""Service options"": {""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Breakfast"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}}",,,True,100200394932690334540,SEIS Bakery & Coffee,https://www.google.com/maps/contrib/100200394932690334540,"https://www.google.com/maps/place/SEIS+Bakery+%26+Coffee/@16.4603032,107.5681199,14z/data=!4m8!1m2!2m1!1sSEIS+Bakery+%26+Coffee!3m4!1s0x3141a7eba95d532f:0x276964a4e77ec4a6!8m2!3d16.4603032!4d107.5681199","https://www.google.com/maps/place/SEIS+Bakery+%26+Coffee/@16.4603032,107.5681199,13.99z/data=!4m16!1m7!3m6!1s0x3141a7eba95d532f:0x276964a4e77ec4a6!2sSEIS+Bakery+%26+Coffee!8m2!3d16.4603032!4d107.5681199!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a7eba95d532f:0x276964a4e77ec4a6!8m2!3d16.4603032!4d107.5681199!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJL1NdqeunQTERpsR-56RkaSc,0x3141a7eba95d532f:0x276964a4e77ec4a6,2839911699455067302,/g/11nxsksgdx,2839911699455067302
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,Cafe Mộc Cà - 138 Kim Long,Cafe Mộc Cà 138 Kim Long,Coffee shop,coffee shops,Coffee shop,+84 946 948 884,,"138 Kim Long, Huế, Vietnam",138 Kim Long,Hue,Kim Long,"Kim Long, Hue",,,Viet Nam,VN,16.4577152,107.5595491,894160a543bffff,Asia/Saigon,,False,4.2,135,https://search.google.com/local/reviews?placeid=ChIJG1EpYj-hQTERM3Ra9IQ8Ll4&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 2, ""2"": 4, ""3"": 26, ""4"": 31, ""5"": 72}",2,4,26,31,72,182,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzInTuc67npN91JvJFNXmJzeH6t95rMNC_8caeeFGw5Nl5q5vk-8anulzv5UCkDbJ7EKPdRDVzcWd4PHhQS_jAJKSl0l3WAhP-EYaw_2l-PBG_AjekEm0vRZ116SCriqfzD39M=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzInTuc67npN91JvJFNXmJzeH6t95rMNC_8caeeFGw5Nl5q5vk-8anulzv5UCkDbJ7EKPdRDVzcWd4PHhQS_jAJKSl0l3WAhP-EYaw_2l-PBG_AjekEm0vRZ116SCriqfzD39M=w1600-h1000-k-no,https://lh6.googleusercontent.com/-VUVMba3xOLs/AAAAAAAAAAI/AAAAAAAAAAA/hUzCmwEaPNA/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""4:30AM-10PM""], ""Tuesday"": [""4:30AM-10PM""], ""Wednesday"": [""4:30AM-10PM""], ""Thursday"": [""4:30AM-10PM""], ""Friday"": [""4:30AM-10PM""], ""Saturday"": [""4:30AM-10PM""], ""Sunday"": [""4:30AM-10PM""]}","Sunday,4:30AM,10PM|Monday,4:30AM,10PM|Tuesday,4:30AM,10PM|Wednesday,4:30AM,10PM|Thursday,4:30AM,10PM|Friday,4:30AM,10PM|Saturday,4:30AM,10PM",,,,$,,,,,,"{""Service options"": {""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true, ""Sports"": true}, ""Popular for"": {""Good for working on laptop"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Quiet"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""Tourists"": true}, ""Payments"": {""Cash-only"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}, ""Pets"": {""Dogs allowed"": true}}",,,True,117542809667544970773,Cafe Mộc Cà - 138 Kim Long,https://www.google.com/maps/contrib/117542809667544970773,"https://www.google.com/maps/place/Cafe+M%E1%BB%99c+C%C3%A0+-+138+Kim+Long/@16.4577152,107.5595491,14z/data=!4m8!1m2!2m1!1sCafe+M%E1%BB%99c+C%C3%A0+-+138+Kim+Long!3m4!1s0x3141a13f6229511b:0x5e2e3c84f45a7433!8m2!3d16.4577152!4d107.5595491","https://www.google.com/maps/place/Cafe+M%E1%BB%99c+C%C3%A0+-+138+Kim+Long/@16.4577152,107.5595491,13.99z/data=!4m16!1m7!3m6!1s0x3141a13f6229511b:0x5e2e3c84f45a7433!2sCafe+M%E1%BB%99c+C%C3%A0+-+138+Kim+Long!8m2!3d16.4577152!4d107.5595491!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a13f6229511b:0x5e2e3c84f45a7433!8m2!3d16.4577152!4d107.5595491!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJG1EpYj-hQTERM3Ra9IQ8Ll4,0x3141a13f6229511b:0x5e2e3c84f45a7433,6786428230226834483,/g/1jkwk4z5n,6786428230226834483
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,Cafe Vinh Am Vien,Cafe Vinh Am Vien,Cafe,cafes,Cafe,+84 914 202 764,,"24 Kim Long, Huế, Vietnam",24 Kim Long,Hue,Kim Long,"Kim Long, Hue",,,Viet Nam,VN,16.4601205,107.5677381,894160a540bffff,Asia/Saigon,,False,4.0,93,https://search.google.com/local/reviews?placeid=ChIJ_fTw_bWmQTEREowqcOkclOQ&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 6, ""2"": 2, ""3"": 24, ""4"": 19, ""5"": 42}",6,2,24,19,42,151,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERWRGUuSXgtbz4TfibwStxumuzYnUrxVpbkyc_zr0-bWj1vYGgB3DfqfxHDXNb1guER69-v2fDZGs0TGxRTQHIv--3DBZvEoET-_XWppwMhzDx9Ywy9pxi9iswFmf3XfMZhY4=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERWRGUuSXgtbz4TfibwStxumuzYnUrxVpbkyc_zr0-bWj1vYGgB3DfqfxHDXNb1guER69-v2fDZGs0TGxRTQHIv--3DBZvEoET-_XWppwMhzDx9Ywy9pxi9iswFmf3XfMZhY4=w1600-h1000-k-no,,,,OPERATIONAL,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}","Sunday,12:00 AM,12:00 AM|Monday,12:00 AM,12:00 AM|Tuesday,12:00 AM,12:00 AM|Wednesday,12:00 AM,12:00 AM|Thursday,12:00 AM,12:00 AM|Friday,12:00 AM,12:00 AM|Saturday,12:00 AM,12:00 AM",,,,,,,,,,"{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Popular for"": {""Good for working on laptop"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Quiet"": true, ""Romantic"": true}, ""Crowd"": {""College students"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Cash-only"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",,,False,None,Cafe Vinh Am Vien,,"https://www.google.com/maps/place/Cafe+Vinh+Am+Vien/@16.4601205,107.5677381,14z/data=!4m8!1m2!2m1!1sCafe+Vinh+Am+Vien!3m4!1s0x3141a6b5fdf0f4fd:0xe4941ce9702a8c12!8m2!3d16.4601205!4d107.5677381","https://www.google.com/maps/place/Cafe+Vinh+Am+Vien/@16.4601205,107.5677381,13.99z/data=!4m16!1m7!3m6!1s0x3141a6b5fdf0f4fd:0xe4941ce9702a8c12!2sCafe+Vinh+Am+Vien!8m2!3d16.4601205!4d107.5677381!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a6b5fdf0f4fd:0xe4941ce9702a8c12!8m2!3d16.4601205!4d107.5677381!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ_fTw_bWmQTEREowqcOkclOQ,0x3141a6b5fdf0f4fd:0xe4941ce9702a8c12,16470821526135540754,/g/11f1224csg,-1975922547574010862
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,KIM LONG COFFEE,Kim Long Coffee,Coffee shop,coffee shops,Coffee shop,+84 905 148 652,https://www.facebook.com/kimlong.coffee%3Fmibextid%3DZbWKwL,"28 Nguyễn Hoàng, Kim Long, Huế, Vietnam",28 Nguyễn Hoàng,Hue,Kim Long,"Kim Long, Hue",,,Viet Nam,VN,16.459407,107.55772209999999,894160a542bffff,Asia/Saigon,,False,5.0,1,https://search.google.com/local/reviews?placeid=ChIJ-23EH1mnQTERBQt_eXV6GTk&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",0,0,0,0,1,5,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTmAubIfHLw2WVlBKdjU-3OwjUyJLclxocJAdZY7T97xlAIv_JXSxWIjw9Imki4OEBrj8km_GKTlv0RSZdSpTTiEY11uxmg8mddveiNi5vj_-n-vaMWE_8qUznl-ili4pYM0KDtg=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTmAubIfHLw2WVlBKdjU-3OwjUyJLclxocJAdZY7T97xlAIv_JXSxWIjw9Imki4OEBrj8km_GKTlv0RSZdSpTTiEY11uxmg8mddveiNi5vj_-n-vaMWE_8qUznl-ili4pYM0KDtg=w1600-h1000-k-no,https://lh3.googleusercontent.com/--H_H6nEm-IE/AAAAAAAAAAI/AAAAAAAAAAA/8X2D57rDHMU/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""5:30-11AM""], ""Tuesday"": [""6:30-11AM""], ""Wednesday"": [""6:30-11AM""], ""Thursday"": [""6-11AM""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""5:30AM-12PM""]}","Sunday,5:30AM,12PM|Monday,5:30,11AM|Tuesday,6:30,11AM|Wednesday,6:30,11AM|Thursday,6,11AM|Friday,12:00 AM,12:00 AM|Saturday,12:00 AM,12:00 AM",,,,,,,,,,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Brunch"": true, ""Catering"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Quiet"": true}, ""Crowd"": {""Groups"": true}, ""Children"": {""Kids' menu"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",,,True,110290451127912262085,KIM LONG COFFEE,https://www.google.com/maps/contrib/110290451127912262085,"https://www.google.com/maps/place/KIM+LONG+COFFEE/@16.459407,107.55772209999999,14z/data=!4m8!1m2!2m1!1sKIM+LONG+COFFEE!3m4!1s0x3141a7591fc46dfb:0x39197a75797f0b05!8m2!3d16.459407!4d107.55772209999999","https://www.google.com/maps/place/KIM+LONG+COFFEE/@16.459407,107.55772209999999,13.99z/data=!4m16!1m7!3m6!1s0x3141a7591fc46dfb:0x39197a75797f0b05!2sKIM+LONG+COFFEE!8m2!3d16.459407!4d107.55772209999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a7591fc46dfb:0x39197a75797f0b05!8m2!3d16.459407!4d107.55772209999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ-23EH1mnQTERBQt_eXV6GTk,0x3141a7591fc46dfb:0x39197a75797f0b05,4114454379547790085,/g/11vknc6_d1,4114454379547790085
Cafe Sư Vạn Hạnh Kim Long thành phố Huế Việt Nam.,Sóc Nâu,Sóc Nâu,"Coffee shop, Ice cream shop",coffee shops,Coffee shop,+84 903 599 138,,"14 Kim Long, Huế, Vietnam",14 Kim Long,Hue,Kim Long,"Kim Long, Hue",,,Viet Nam,VN,16.460352,107.5683191,894160a5447ffff,Asia/Saigon,,False,4.1,256,https://search.google.com/local/reviews?placeid=ChIJ1Uz8_bWmQTERpjV8xBE2Jc4&q=*&authuser=0&hl=en&gl=VN,,"{""1"": 7, ""2"": 11, ""3"": 46, ""4"": 84, ""5"": 108}",7,11,46,84,108,231,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTgOCBq7eCfLTLxWXY04JZ9aF5K5I457hi_01iVSaoehdDqkYqs8otFYx6zxlIbyuRyCGBZtBPLWkoSpE2APly7BmnCy_zid75j3SPWNP8riU1_QJmOoFBuz3Q7F59obspEXYZ=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTgOCBq7eCfLTLxWXY04JZ9aF5K5I457hi_01iVSaoehdDqkYqs8otFYx6zxlIbyuRyCGBZtBPLWkoSpE2APly7BmnCy_zid75j3SPWNP8riU1_QJmOoFBuz3Q7F59obspEXYZ=w1600-h1000-k-no,https://lh3.googleusercontent.com/-X5NnGgYV6zU/AAAAAAAAAAI/AAAAAAAAAAA/BPIWshQnq3s/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""6AM-10PM""], ""Tuesday"": [""6AM-10PM""], ""Wednesday"": [""6AM-10PM""], ""Thursday"": [""6AM-10PM""], ""Friday"": [""6AM-10PM""], ""Saturday"": [""6AM-10PM""], ""Sunday"": [""6AM-10PM""]}","Sunday,6AM,10PM|Monday,6AM,10PM|Tuesday,6AM,10PM|Wednesday,6AM,10PM|Thursday,6AM,10PM|Friday,6AM,10PM|Saturday,6AM,10PM",,,,$$,,,,,,"{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Popular for"": {""Good for working on laptop"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Cash-only"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}, ""Pets"": {""Dogs allowed"": true}}",,,True,110149287844042571038,Sóc Nâu,https://www.google.com/maps/contrib/110149287844042571038,"https://www.google.com/maps/place/S%C3%B3c+N%C3%A2u/@16.460352,107.5683191,14z/data=!4m8!1m2!2m1!1sS%C3%B3c+N%C3%A2u!3m4!1s0x3141a6b5fdfc4cd5:0xce253611c47c35a6!8m2!3d16.460352!4d107.5683191","https://www.google.com/maps/place/S%C3%B3c+N%C3%A2u/@16.460352,107.5683191,13.99z/data=!4m16!1m7!3m6!1s0x3141a6b5fdfc4cd5:0xce253611c47c35a6!2sS%C3%B3c+N%C3%A2u!8m2!3d16.460352!4d107.5683191!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3141a6b5fdfc4cd5:0xce253611c47c35a6!8m2!3d16.460352!4d107.5683191!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ1Uz8_bWmQTERpjV8xBE2Jc4,0x3141a6b5fdfc4cd5:0xce253611c47c35a6,14854338395890267558,/g/11bzrmqnws,-3592405677819284058
